;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 03/27/2016 12:12:05
;----------------------------------------------

;Address Opcode 	ASM
0x0661	0x0080      	MOVWF      INDF
0x0662	0x0AF2      	INCF       R2, 1
0x0663	0x0AF1      	INCF       R1, 1
0x0664	0x03F3      	DECF       R3, 1
0x0665	0x1D03      	BTFSS      STATUS, 2
0x0666	0x2E5A      	GOTO       L__OS_Queue_Get28
;osa_queue.c,229 :: 		
0x0667	0x3003      	MOVLW      3
0x0668	0x075A      	ADDWF      FARG__OS_Queue_Get_pQueue, 0
0x0669	0x0084      	MOVWF      FSR
0x066A	0x0800      	MOVF       INDF, 0
0x066B	0x00F0      	MOVWF      R0
0x066C	0x0877      	MOVF       R7, 0
0x066D	0x0770      	ADDWF      R0, 0
0x066E	0x0084      	MOVWF      FSR
;osa_queue.c,231 :: 		
0x066F	0x0800      	MOVF       INDF, 0
0x0670	0x00F0      	MOVWF      R0
;osa_queue.c,232 :: 		
L_end__OS_Queue_Get:
0x0671	0x0008      	RETURN
; end of __OS_Queue_Get
_Transform_Time:
;rtc.c,10 :: 		void Transform_Time(char  *sec, char *min, char *hr, char *week_day, char *day, char *mn, char *year)
;rtc.c,12 :: 		*sec  =  Bcd2Dec(*sec);
0x0672	0x1683      	BSF        STATUS, 5
0x0673	0x1303      	BCF        STATUS, 6
0x0674	0x085A      	MOVF       FARG_Transform_Time_sec, 0
0x0675	0x0084      	MOVWF      FSR
0x0676	0x0800      	MOVF       INDF, 0
0x0677	0x00E1      	MOVWF      FARG_Bcd2Dec_bcdnum
0x0678	0x21C9      	CALL       _Bcd2Dec
0x0679	0x085A      	MOVF       FARG_Transform_Time_sec, 0
0x067A	0x0084      	MOVWF      FSR
0x067B	0x0870      	MOVF       R0, 0
0x067C	0x0080      	MOVWF      INDF
;rtc.c,13 :: 		*min  =  Bcd2Dec(*min);
0x067D	0x085B      	MOVF       FARG_Transform_Time_min, 0
0x067E	0x0084      	MOVWF      FSR
0x067F	0x0800      	MOVF       INDF, 0
0x0680	0x00E1      	MOVWF      FARG_Bcd2Dec_bcdnum
0x0681	0x21C9      	CALL       _Bcd2Dec
0x0682	0x085B      	MOVF       FARG_Transform_Time_min, 0
0x0683	0x0084      	MOVWF      FSR
0x0684	0x0870      	MOVF       R0, 0
0x0685	0x0080      	MOVWF      INDF
;rtc.c,14 :: 		*hr   =   Bcd2Dec(*hr);
0x0686	0x085C      	MOVF       FARG_Transform_Time_hr, 0
0x0687	0x0084      	MOVWF      FSR
0x0688	0x0800      	MOVF       INDF, 0
0x0689	0x00E1      	MOVWF      FARG_Bcd2Dec_bcdnum
0x068A	0x21C9      	CALL       _Bcd2Dec
0x068B	0x085C      	MOVF       FARG_Transform_Time_hr, 0
0x068C	0x0084      	MOVWF      FSR
0x068D	0x0870      	MOVF       R0, 0
0x068E	0x0080      	MOVWF      INDF
;rtc.c,15 :: 		*week_day =   Bcd2Dec(*week_day);
0x068F	0x085D      	MOVF       FARG_Transform_Time_week_day, 0
0x0690	0x0084      	MOVWF      FSR
0x0691	0x0800      	MOVF       INDF, 0
0x0692	0x00E1      	MOVWF      FARG_Bcd2Dec_bcdnum
0x0693	0x21C9      	CALL       _Bcd2Dec
0x0694	0x085D      	MOVF       FARG_Transform_Time_week_day, 0
0x0695	0x0084      	MOVWF      FSR
0x0696	0x0870      	MOVF       R0, 0
0x0697	0x0080      	MOVWF      INDF
;rtc.c,16 :: 		*day  =   Bcd2Dec(*day);
0x0698	0x085E      	MOVF       FARG_Transform_Time_day, 0
0x0699	0x0084      	MOVWF      FSR
0x069A	0x0800      	MOVF       INDF, 0
0x069B	0x00E1      	MOVWF      FARG_Bcd2Dec_bcdnum
0x069C	0x21C9      	CALL       _Bcd2Dec
0x069D	0x085E      	MOVF       FARG_Transform_Time_day, 0
0x069E	0x0084      	MOVWF      FSR
0x069F	0x0870      	MOVF       R0, 0
0x06A0	0x0080      	MOVWF      INDF
;rtc.c,17 :: 		*mn   =    Bcd2Dec(*mn);
0x06A1	0x085F      	MOVF       FARG_Transform_Time_mn, 0
0x06A2	0x0084      	MOVWF      FSR
0x06A3	0x0800      	MOVF       INDF, 0
0x06A4	0x00E1      	MOVWF      FARG_Bcd2Dec_bcdnum
0x06A5	0x21C9      	CALL       _Bcd2Dec
0x06A6	0x085F      	MOVF       FARG_Transform_Time_mn, 0
0x06A7	0x0084      	MOVWF      FSR
0x06A8	0x0870      	MOVF       R0, 0
0x06A9	0x0080      	MOVWF      INDF
;rtc.c,18 :: 		*year =    Bcd2Dec(*year);
0x06AA	0x0860      	MOVF       FARG_Transform_Time_year, 0
0x06AB	0x0084      	MOVWF      FSR
0x06AC	0x0800      	MOVF       INDF, 0
0x06AD	0x00E1      	MOVWF      FARG_Bcd2Dec_bcdnum
0x06AE	0x21C9      	CALL       _Bcd2Dec
0x06AF	0x0860      	MOVF       FARG_Transform_Time_year, 0
0x06B0	0x0084      	MOVWF      FSR
0x06B1	0x0870      	MOVF       R0, 0
0x06B2	0x0080      	MOVWF      INDF
;rtc.c,19 :: 		}
L_end_Transform_Time:
0x06B3	0x0008      	RETURN
; end of _Transform_Time
__OS_DI_INT:
;osa_pic16_mikroc.c,343 :: 		
;osa_pic16_mikroc.c,345 :: 		
0x06B4	0x3080      	MOVLW      128
0x06B5	0x050B      	ANDWF      INTCON, 0
0x06B6	0x1283      	BCF        STATUS, 5
0x06B7	0x1303      	BCF        STATUS, 6
0x06B8	0x00D1      	MOVWF      __OS_Temp_I
;osa_pic16_mikroc.c,346 :: 		
0x06B9	0x138B      	BCF        GIE_bit, BitPos(GIE_bit+0)
;osa_pic16_mikroc.c,347 :: 		
L_end__OS_DI_INT:
0x06BA	0x0008      	RETURN
; end of __OS_DI_INT
_Read_Time:
;rtc.c,21 :: 		void Read_Time(char *sec, char *min, char *hr, char *week_day, char *day, char *mn, char *year)
;rtc.c,23 :: 		I2C1_Start();
0x06BB	0x213D      	CALL       _I2C1_Start
;rtc.c,24 :: 		I2C1_Wr(0xD0);
0x06BC	0x30D0      	MOVLW      208
0x06BD	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x06BE	0x2163      	CALL       _I2C1_Wr
;rtc.c,25 :: 		I2C1_Wr(0);
0x06BF	0x01E1      	CLRF       FARG_I2C1_Wr_data_
0x06C0	0x2163      	CALL       _I2C1_Wr
;rtc.c,26 :: 		I2C1_Repeated_Start();
0x06C1	0x217B      	CALL       _I2C1_Repeated_Start
;rtc.c,27 :: 		I2C1_Wr(0xD1);
0x06C2	0x30D1      	MOVLW      209
0x06C3	0x00E1      	MOVWF      FARG_I2C1_Wr_data_
0x06C4	0x2163      	CALL       _I2C1_Wr
;rtc.c,28 :: 		*sec =I2C1_Rd(1);
0x06C5	0x3001      	MOVLW      1
0x06C6	0x00E1      	MOVWF      FARG_I2C1_Rd_ack
0x06C7	0x2182      	CALL       _I2C1_Rd
0x06C8	0x1683      	BSF        STATUS, 5
0x06C9	0x085A      	MOVF       FARG_Read_Time_sec, 0
0x06CA	0x0084      	MOVWF      FSR
0x06CB	0x0870      	MOVF       R0, 0
0x06CC	0x0080      	MOVWF      INDF
;rtc.c,29 :: 		*min =I2C1_Rd(1);
0x06CD	0x3001      	MOVLW      1
0x06CE	0x00E1      	MOVWF      FARG_I2C1_Rd_ack
0x06CF	0x2182      	CALL       _I2C1_Rd
0x06D0	0x1683      	BSF        STATUS, 5
0x06D1	0x085B      	MOVF       FARG_Read_Time_min, 0
0x06D2	0x0084      	MOVWF      FSR
0x06D3	0x0870      	MOVF       R0, 0
0x06D4	0x0080      	MOVWF      INDF
;rtc.c,30 :: 		*hr =I2C1_Rd(1);
0x06D5	0x3001      	MOVLW      1
0x06D6	0x00E1      	MOVWF      FARG_I2C1_Rd_ack
0x06D7	0x2182      	CALL       _I2C1_Rd
0x06D8	0x1683      	BSF        STATUS, 5
0x06D9	0x085C      	MOVF       FARG_Read_Time_hr, 0
0x06DA	0x0084      	MOVWF      FSR
0x06DB	0x0870      	MOVF       R0, 0
0x06DC	0x0080      	MOVWF      INDF
;rtc.c,31 :: 		*week_day =I2C1_Rd(1);
0x06DD	0x3001      	MOVLW      1
0x06DE	0x00E1      	MOVWF      FARG_I2C1_Rd_ack
0x06DF	0x2182      	CALL       _I2C1_Rd
0x06E0	0x1683      	BSF        STATUS, 5
0x06E1	0x085D      	MOVF       FARG_Read_Time_week_day, 0
0x06E2	0x0084      	MOVWF      FSR
0x06E3	0x0870      	MOVF       R0, 0
0x06E4	0x0080      	MOVWF      INDF
;rtc.c,32 :: 		*day =I2C1_Rd(1);
0x06E5	0x3001      	MOVLW      1
0x06E6	0x00E1      	MOVWF      FARG_I2C1_Rd_ack
0x06E7	0x2182      	CALL       _I2C1_Rd
0x06E8	0x1683      	BSF        STATUS, 5
0x06E9	0x085E      	MOVF       FARG_Read_Time_day, 0
0x06EA	0x0084      	MOVWF      FSR
0x06EB	0x0870      	MOVF       R0, 0
0x06EC	0x0080      	MOVWF      INDF
;rtc.c,33 :: 		*mn =I2C1_Rd(1);
0x06ED	0x3001      	MOVLW      1
0x06EE	0x00E1      	MOVWF      FARG_I2C1_Rd_ack
0x06EF	0x2182      	CALL       _I2C1_Rd
0x06F0	0x1683      	BSF        STATUS, 5
0x06F1	0x085F      	MOVF       FARG_Read_Time_mn, 0
0x06F2	0x0084      	MOVWF      FSR
0x06F3	0x0870      	MOVF       R0, 0
0x06F4	0x0080      	MOVWF      INDF
;rtc.c,34 :: 		*year =I2C1_Rd(0);
0x06F5	0x01E1      	CLRF       FARG_I2C1_Rd_ack
0x06F6	0x2182      	CALL       _I2C1_Rd
0x06F7	0x1683      	BSF        STATUS, 5
0x06F8	0x0860      	MOVF       FARG_Read_Time_year, 0
0x06F9	0x0084      	MOVWF      FSR
0x06FA	0x0870      	MOVF       R0, 0
0x06FB	0x0080      	MOVWF      INDF
;rtc.c,35 :: 		I2C1_Stop();
0x06FC	0x21DF      	CALL       _I2C1_Stop
;rtc.c,36 :: 		}
L_end_Read_Time:
0x06FD	0x0008      	RETURN
; end of _Read_Time
_lcd16x2_write:
;lcd16x2.c,31 :: 		void lcd16x2_write(unsigned char row, unsigned char col, char *text)
;lcd16x2.c,33 :: 		Lcd_Out(row, col, text);
0x06FE	0x1683      	BSF        STATUS, 5
0x06FF	0x1303      	BCF        STATUS, 6
0x0700	0x085A      	MOVF       FARG_lcd16x2_write_row, 0
0x0701	0x00E1      	MOVWF      FARG_Lcd_Out_row
0x0702	0x085B      	MOVF       FARG_lcd16x2_write_col, 0
0x0703	0x00E2      	MOVWF      FARG_Lcd_Out_column
0x0704	0x085C      	MOVF       FARG_lcd16x2_write_text, 0
0x0705	0x00E3      	MOVWF      FARG_Lcd_Out_text
0x0706	0x221A      	CALL       _Lcd_Out
;lcd16x2.c,34 :: 		}
L_end_lcd16x2_write:
0x0707	0x0008      	RETURN
; end of _lcd16x2_write
_USART_TASK:
;main.c,55 :: 		void USART_TASK(void)
;main.c,60 :: 		while(1)
L_USART_TASK34:
;main.c,62 :: 		if (serial_dataready())
0x0708	0x239A      	CALL       _serial_dataready
0x0709	0x0870      	MOVF       R0, 0
0x070A	0x1903      	BTFSC      STATUS, 2
0x070B	0x2F6E      	GOTO       L_USART_TASK36
;main.c,64 :: 		read = serial_read();
0x070C	0x25E8      	CALL       _serial_read
;main.c,66 :: 		if (serial_process_data(read, &cmd_Type, param))
0x070D	0x0870      	MOVF       R0, 0
0x070E	0x1683      	BSF        STATUS, 5
0x070F	0x00DA      	MOVWF      FARG_serial_process_data_readata
0x0710	0x30BD      	MOVLW      USART_TASK_cmd_Type_L0
0x0711	0x00DB      	MOVWF      FARG_serial_process_data_TyprCmd
0x0712	0x3058      	MOVLW      USART_TASK_param_L0
0x0713	0x00DC      	MOVWF      FARG_serial_process_data_Value
0x0714	0x239C      	CALL       _serial_process_data
0x0715	0x0870      	MOVF       R0, 0
0x0716	0x1903      	BTFSC      STATUS, 2
0x0717	0x2F6E      	GOTO       L_USART_TASK37
;main.c,68 :: 		switch(cmd_Type)
0x0718	0x2F62      	GOTO       L_USART_TASK38
;main.c,70 :: 		case RELAY_STATUS_CMD_CODE:
L_USART_TASK40:
;main.c,71 :: 		OS_Csem_Signal(Relay_csem);
L_USART_TASK41:
0x0719	0x26B4      	CALL       __OS_DI_INT
0x071A	0x304F      	MOVLW      _Relay_csem
0x071B	0x1683      	BSF        STATUS, 5
0x071C	0x00DA      	MOVWF      FARG__OS_Csem_Signal_pCSem
0x071D	0x22E7      	CALL       __OS_Csem_Signal
0x071E	0x1283      	BCF        STATUS, 5
0x071F	0x1303      	BCF        STATUS, 6
0x0720	0x1FD1      	BTFSS      __OS_Temp_I, 7
0x0721	0x2F23      	GOTO       L_USART_TASK44
0x0722	0x178B      	BSF        GIE_bit, BitPos(GIE_bit+0)
L_USART_TASK44:
0x0723	0x1842      	BTFSC      __OS_Flags, 0
0x0724	0x2F26      	GOTO       L_USART_TASK45
0x0725	0x2F2D      	GOTO       L_USART_TASK42
L_USART_TASK45:
0x0726	0x3004      	MOVLW      hi_addr(__OS_ReturnSave)
0x0727	0x008A      	MOVWF      __pclath
0x0728	0x302C      	MOVLW      $+4
0x0729	0x0084      	MOVWF      __fsr
0x072A	0x3007      	MOVLW      hi_addr($+2)
0x072B	0x2C47      	GOTO       __OS_ReturnSave
0x072C	0x2F19      	GOTO       L_USART_TASK41
L_USART_TASK42:
;main.c,72 :: 		OS_Queue_Send_Now(RELAY_QUEUE, param[0]);
0x072D	0x3043      	MOVLW      _RELAY_QUEUE
0x072E	0x1683      	BSF        STATUS, 5
0x072F	0x00DA      	MOVWF      FARG__OS_Queue_Send_pQueue
0x0730	0x1283      	BCF        STATUS, 5
0x0731	0x0858      	MOVF       USART_TASK_param_L0, 0
0x0732	0x1683      	BSF        STATUS, 5
0x0733	0x00DB      	MOVWF      FARG__OS_Queue_Send_Msg
0x0734	0x2276      	CALL       __OS_Queue_Send
;main.c,73 :: 		break;
0x0735	0x2F6E      	GOTO       L_USART_TASK39
;main.c,74 :: 		case RELAY_OFF_TIME_CMD_CODE:
L_USART_TASK46:
;main.c,75 :: 		sp_sec = param[0];
0x0736	0x1283      	BCF        STATUS, 5
0x0737	0x0858      	MOVF       USART_TASK_param_L0, 0
0x0738	0x00B0      	MOVWF      main_sp_sec
;main.c,76 :: 		sp_min = param[1];
0x0739	0x0859      	MOVF       USART_TASK_param_L0+1, 0
0x073A	0x00B1      	MOVWF      main_sp_min
;main.c,77 :: 		sp_hr = param[2];
0x073B	0x085A      	MOVF       USART_TASK_param_L0+2, 0
0x073C	0x00B2      	MOVWF      main_sp_hr
;main.c,78 :: 		sp_relay = param[3];
0x073D	0x085B      	MOVF       USART_TASK_param_L0+3, 0
0x073E	0x00A6      	MOVWF      main_sp_relay
;main.c,79 :: 		serial_write_text("Time Set");
0x073F	0x3027      	MOVLW      ?lstr1_main
0x0740	0x1683      	BSF        STATUS, 5
0x0741	0x00DA      	MOVWF      FARG_serial_write_text_text
0x0742	0x2394      	CALL       _serial_write_text
;main.c,80 :: 		break;
0x0743	0x2F6E      	GOTO       L_USART_TASK39
;main.c,81 :: 		case RTC_TIME_SET_CMD_CODE:
L_USART_TASK47:
;main.c,82 :: 		Write_Time(param[0], param[1], param[2], param[3], param[4], param[5], param[6]);
0x0744	0x1283      	BCF        STATUS, 5
0x0745	0x0858      	MOVF       USART_TASK_param_L0, 0
0x0746	0x1683      	BSF        STATUS, 5
0x0747	0x00DA      	MOVWF      FARG_Write_Time_sec
0x0748	0x1283      	BCF        STATUS, 5
0x0749	0x0859      	MOVF       USART_TASK_param_L0+1, 0
0x074A	0x1683      	BSF        STATUS, 5
0x074B	0x00DB      	MOVWF      FARG_Write_Time_min
0x074C	0x1283      	BCF        STATUS, 5
0x074D	0x085A      	MOVF       USART_TASK_param_L0+2, 0
0x074E	0x1683      	BSF        STATUS, 5
0x074F	0x00DC      	MOVWF      FARG_Write_Time_hr
0x0750	0x1283      	BCF        STATUS, 5
0x0751	0x085B      	MOVF       USART_TASK_param_L0+3, 0
0x0752	0x1683      	BSF        STATUS, 5
0x0753	0x00DD      	MOVWF      FARG_Write_Time_week_day
0x0754	0x1283      	BCF        STATUS, 5
0x0755	0x085C      	MOVF       USART_TASK_param_L0+4, 0
0x0756	0x1683      	BSF        STATUS, 5
0x0757	0x00DE      	MOVWF      FARG_Write_Time_day
0x0758	0x1283      	BCF        STATUS, 5
0x0759	0x085D      	MOVF       USART_TASK_param_L0+5, 0
0x075A	0x1683      	BSF        STATUS, 5
0x075B	0x00DF      	MOVWF      FARG_Write_Time_mn
0x075C	0x1283      	BCF        STATUS, 5
0x075D	0x085E      	MOVF       USART_TASK_param_L0+6, 0
0x075E	0x1683      	BSF        STATUS, 5
0x075F	0x00E0      	MOVWF      FARG_Write_Time_year
0x0760	0x25EA      	CALL       _Write_Time
;main.c,83 :: 		break;
0x0761	0x2F6E      	GOTO       L_USART_TASK39
;main.c,84 :: 		}
L_USART_TASK38:
0x0762	0x083D      	MOVF       USART_TASK_cmd_Type_L0, 0
0x0763	0x3A80      	XORLW      128
0x0764	0x1903      	BTFSC      STATUS, 2
0x0765	0x2F19      	GOTO       L_USART_TASK40
0x0766	0x083D      	MOVF       USART_TASK_cmd_Type_L0, 0
0x0767	0x3A82      	XORLW      130
0x0768	0x1903      	BTFSC      STATUS, 2
0x0769	0x2F36      	GOTO       L_USART_TASK46
0x076A	0x083D      	MOVF       USART_TASK_cmd_Type_L0, 0
0x076B	0x3A81      	XORLW      129
0x076C	0x1903      	BTFSC      STATUS, 2
0x076D	0x2F44      	GOTO       L_USART_TASK47
L_USART_TASK39:
;main.c,85 :: 		}
L_USART_TASK37:
;main.c,86 :: 		}
L_USART_TASK36:
0x076E	0x1683      	BSF        STATUS, 5
;main.c,87 :: 		OS_Delay(200);
0x076F	0x30C8      	MOVLW      200
0x0770	0x00DA      	MOVWF      FARG__OS_InitDelay_Delay
0x0771	0x01DB      	CLRF       FARG__OS_InitDelay_Delay+1
0x0772	0x25C7      	CALL       __OS_InitDelay
0x0773	0x3004      	MOVLW      hi_addr(__OS_ReturnSave)
0x0774	0x008A      	MOVWF      __pclath
0x0775	0x3079      	MOVLW      $+4
0x0776	0x0084      	MOVWF      __fsr
0x0777	0x3007      	MOVLW      hi_addr($+2)
0x0778	0x2C47      	GOTO       __OS_ReturnSave
;main.c,88 :: 		}
0x0779	0x2F08      	GOTO       L_USART_TASK34
;main.c,89 :: 		}
L_end_USART_TASK:
0x077A	0x0008      	RETURN
; end of _USART_TASK
_Relay_Init:
;relay.c,14 :: 		void Relay_Init()
;relay.c,16 :: 		ANSEL = ANSELH = 0;
0x077B	0x1683      	BSF        STATUS, 5
0x077C	0x1703      	BSF        STATUS, 6
0x077D	0x0189      	CLRF       ANSELH
0x077E	0x0188      	CLRF       ANSEL
;relay.c,17 :: 		RELAY_1_TRIS = 0;
0x077F	0x1303      	BCF        STATUS, 6
0x0780	0x1007      	BCF        TRISC, 0
;relay.c,18 :: 		RELAY_2_TRIS = 0;
0x0781	0x1087      	BCF        TRISC, 1
;relay.c,19 :: 		RELAY_3_TRIS = 0;
0x0782	0x1107      	BCF        TRISC, 2
;relay.c,20 :: 		RELAY_4_TRIS = 0;
0x0783	0x1008      	BCF        TRISD, 0
;relay.c,21 :: 		RELAY_1 = 0;
0x0784	0x1283      	BCF        STATUS, 5
0x0785	0x1007      	BCF        PORTC, 0
;relay.c,22 :: 		RELAY_2 = 0;
0x0786	0x1087      	BCF        PORTC, 1
;relay.c,23 :: 		RELAY_3 = 0;
0x0787	0x1107      	BCF        PORTC, 2
;relay.c,24 :: 		RELAY_4 = 0;
0x0788	0x1008      	BCF        PORTD, 0
;relay.c,25 :: 		}
L_end_Relay_Init:
0x0789	0x0008      	RETURN
; end of _Relay_Init
_lcd16x2_init:
;lcd16x2.c,21 :: 		void lcd16x2_init()
;lcd16x2.c,23 :: 		LCD_RW_Direction = 0;
0x078A	0x1683      	BSF        STATUS, 5
0x078B	0x1303      	BCF        STATUS, 6
0x078C	0x1108      	BCF        TRISD2_bit, BitPos(TRISD2_bit+0)
;lcd16x2.c,24 :: 		LCD_BKL_Direction = 0;
0x078D	0x1287      	BCF        TRISC5_bit, BitPos(TRISC5_bit+0)
;lcd16x2.c,25 :: 		LCD_RW = 0;
0x078E	0x1283      	BCF        STATUS, 5
0x078F	0x1108      	BCF        RD2_bit, BitPos(RD2_bit+0)
;lcd16x2.c,26 :: 		LCD_BKL = 1;
0x0790	0x1687      	BSF        RC5_bit, BitPos(RC5_bit+0)
;lcd16x2.c,27 :: 		Lcd_Init();
0x0791	0x2579      	CALL       _Lcd_Init
;lcd16x2.c,28 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0792	0x3001      	MOVLW      1
0x0793	0x1683      	BSF        STATUS, 5
0x0794	0x00E6      	MOVWF      FARG_Lcd_Cmd_out_char
0x0795	0x208F      	CALL       _Lcd_Cmd
;lcd16x2.c,29 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0796	0x300C      	MOVLW      12
0x0797	0x1683      	BSF        STATUS, 5
0x0798	0x00E6      	MOVWF      FARG_Lcd_Cmd_out_char
0x0799	0x208F      	CALL       _Lcd_Cmd
;lcd16x2.c,30 :: 		}
L_end_lcd16x2_init:
0x079A	0x0008      	RETURN
; end of _lcd16x2_init
_serial_init:
;serial.c,11 :: 		void serial_init()
;serial.c,13 :: 		UART1_Init(BAUDRATE);
0x079B	0x3081      	MOVLW      129
0x079C	0x1683      	BSF        STATUS, 5
0x079D	0x1303      	BCF        STATUS, 6
0x079E	0x0099      	MOVWF      SPBRG
0x079F	0x1518      	BSF        TXSTA, 2
0x07A0	0x2569      	CALL       _UART1_Init
;serial.c,14 :: 		}
L_end_serial_init:
0x07A1	0x0008      	RETURN
; end of _serial_init
_RTC_init:
;rtc.c,3 :: 		void RTC_init()
;rtc.c,5 :: 		ANSEL=0;
0x07A2	0x1683      	BSF        STATUS, 5
0x07A3	0x1703      	BSF        STATUS, 6
0x07A4	0x0188      	CLRF       ANSEL
;rtc.c,6 :: 		ANSELH=0;
0x07A5	0x0189      	CLRF       ANSELH
;rtc.c,7 :: 		I2C1_Init(100000);                        // initialize I2C
0x07A6	0x3032      	MOVLW      50
0x07A7	0x1303      	BCF        STATUS, 6
0x07A8	0x0093      	MOVWF      SSPADD
0x07A9	0x2625      	CALL       _I2C1_Init
;rtc.c,8 :: 		}
L_end_RTC_init:
0x07AA	0x0008      	RETURN
; end of _RTC_init
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x07AB	0x226F      	CALL       _____DoICP
0x07AC	0x118A      	BCF        PCLATH, 3
0x07AD	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x07AE	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x07AF	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x07B0	0x0ABB      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x07B1	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x07B2	0x0ABC      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x07B3	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x07B4	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x07B5	0x2FAB      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x07B6	0x0008      	RETURN
; end of ___CC2DW
_OS_Init:
;osa_system.c,67 :: 		
;osa_system.c,72 :: 		
0x07B7	0x1283      	BCF        STATUS, 5
0x07B8	0x1303      	BCF        STATUS, 6
0x07B9	0x01C2      	CLRF       __OS_Flags
;osa_system.c,75 :: 		
0x07BA	0x1F8A      	BTFSS      PCLATH, 7
0x07BB	0x2FBD      	GOTO       L_OS_Init31
0x07BC	0x2447      	CALL       __OS_ReturnSave
L_OS_Init31:
0x07BD	0x1683      	BSF        STATUS, 5
;osa_system.c,326 :: 		
0x07BE	0x1321      	BCF        __OS_Tasks, 6
;osa_system.c,329 :: 		
0x07BF	0x1326      	BCF        __OS_Tasks+5, 6
;osa_system.c,333 :: 		
0x07C0	0x132B      	BCF        __OS_Tasks+10, 6
;osa_system.c,337 :: 		
0x07C1	0x1330      	BCF        __OS_Tasks+15, 6
;osa_system.c,341 :: 		
0x07C2	0x1335      	BCF        __OS_Tasks+20, 6
;osa_system.c,379 :: 		
0x07C3	0x3000      	MOVLW      hi_addr(__OS_Tasks)
0x07C4	0x3800      	IORLW      0
0x07C5	0x1383      	BCF        STATUS, 7
0x07C6	0x1D03      	BTFSS      STATUS, 2
0x07C7	0x1783      	BSF        STATUS, 7
;osa_system.c,380 :: 		
0x07C8	0x30A1      	MOVLW      __OS_Tasks
0x07C9	0x00A0      	MOVWF      __OS_CurTask
;osa_system.c,381 :: 		
0x07CA	0x3005      	MOVLW      5
0x07CB	0x00BA      	MOVWF      __OS_Temp
;osa_system.c,382 :: 		
L_OS_Init32:
;osa_system.c,384 :: 		
0x07CC	0x3001      	MOVLW      1
0x07CD	0x023A      	SUBWF      __OS_Temp, 0
0x07CE	0x00F0      	MOVWF      R0
0x07CF	0x01F1      	CLRF       R0+1
0x07D0	0x1C03      	BTFSS      STATUS, 0
0x07D1	0x03F1      	DECF       R0+1, 1
0x07D2	0x0870      	MOVF       R0, 0
0x07D3	0x3E52      	ADDLW      __OS_TaskQueue
0x07D4	0x0084      	MOVWF      FSR
0x07D5	0x0870      	MOVF       R0, 0
0x07D6	0x0080      	MOVWF      INDF
;osa_system.c,385 :: 		
0x07D7	0x3001      	MOVLW      1
0x07D8	0x023A      	SUBWF      __OS_Temp, 0
0x07D9	0x00F0      	MOVWF      R0
0x07DA	0x01F1      	CLRF       R0+1
0x07DB	0x1C03      	BTFSS      STATUS, 0
0x07DC	0x03F1      	DECF       R0+1, 1
0x07DD	0x0870      	MOVF       R0, 0
0x07DE	0x3E6A      	ADDLW      __OS_TaskLevel
0x07DF	0x0084      	MOVWF      FSR
0x07E0	0x0180      	CLRF       INDF
;osa_system.c,386 :: 		
0x07E1	0x03BA      	DECF       __OS_Temp, 1
0x07E2	0x083A      	MOVF       __OS_Temp, 0
0x07E3	0x1D03      	BTFSS      STATUS, 2
0x07E4	0x2FCC      	GOTO       L_OS_Init32
;osa_system.c,387 :: 		
0x07E5	0x1383      	BCF        IRP_bit, BitPos(IRP_bit+0)
;osa_system.c,394 :: 		
L_end_OS_Init:
0x07E6	0x0008      	RETURN
; end of _OS_Init
_systick_init:
;main.c,146 :: 		void systick_init()
;main.c,148 :: 		T2CON         = 0x25;
0x07E7	0x3025      	MOVLW      37
0x07E8	0x1283      	BCF        STATUS, 5
0x07E9	0x1303      	BCF        STATUS, 6
0x07EA	0x0092      	MOVWF      T2CON
;main.c,149 :: 		PR2                 = 250;
0x07EB	0x30FA      	MOVLW      250
0x07EC	0x1683      	BSF        STATUS, 5
0x07ED	0x0092      	MOVWF      PR2
;main.c,150 :: 		TMR2IE_bit         = 1;
0x07EE	0x148C      	BSF        TMR2IE_bit, BitPos(TMR2IE_bit+0)
;main.c,151 :: 		INTCON         = 0xC0;
0x07EF	0x30C0      	MOVLW      192
0x07F0	0x008B      	MOVWF      INTCON
;main.c,152 :: 		}
L_end_systick_init:
0x07F1	0x0008      	RETURN
; end of _systick_init
_LCD_TASK:
;main.c,116 :: 		void LCD_TASK(void)
;main.c,118 :: 		char sec = 0;
0x0800	0x1683      	BSF        STATUS, 5
0x0801	0x1303      	BCF        STATUS, 6
